,Q2A1,Q5_1,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,CQ14_1T,D_COU,D_GEN,Q16_a
296,2.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,18,2,1
297,3.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,18,2,1
298,5.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,4,7,1,1
299,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,18,1,1
300,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,18,1,1
301,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,18,2,1
302,1.0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,2,7,1,1
303,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,18,2,1
304,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,7,1,1
305,2.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,18,2,1
306,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,7,2,0
307,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,7,2,1
308,2.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,7,2,1
309,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,7,1,1
310,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,15,1,1
311,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,7,2,1
312,1.0,3,0,1,1,1,0,0,1,0,0,1,0,1,0,0,3,7,2,1
313,2.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,5,7,2,1
314,3.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,4,18,1,0
315,1.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,1,1
316,4.0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,6,18,1,1
317,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,18,1,1
318,1.0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,3,7,1,1
319,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,18,1,1
320,3.0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,3,18,1,1
321,2.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,2,18,1,1
322,3.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,7,1,1
323,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,7,1,1
324,1.0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,18,1,1
325,2.0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,2,18,2,1
326,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,7,1,1
327,3.0,3,0,1,1,1,1,0,0,1,0,0,0,1,0,1,3,7,1,1
328,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,3,18,2,1
329,3.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,3,18,2,0
330,1.0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,7,1,1
331,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,7,1,1
332,3.0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,3,18,2,1
333,2.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,7,2,1
334,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,7,2,1
335,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,7,2,1
336,2.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,6,18,2,1
337,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,3,7,2,1
338,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,7,2,1
339,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,7,1,1
340,2.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,7,2,1
341,3.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,7,2,1
342,2.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,7,2,1
343,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,7,2,1
344,2.0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,2,7,1,1
345,1.0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,15,1,1
346,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,7,1,1
347,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1
348,2.0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,2,7,2,1
349,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,7,1,1
350,2.0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2,18,1,1
351,1.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,15,1,0
352,2.0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,15,1,1
353,3.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,15,2,1
354,1.0,2,1,1,1,0,1,1,0,0,0,0,1,1,0,1,4,15,2,1
355,2.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,15,2,1
356,3.0,2,1,1,1,1,1,0,0,0,1,0,1,0,0,1,3,18,2,1
357,4.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,15,2,1
358,1.0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,4,15,1,1
359,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,4,15,2,1
360,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,18,2,1
361,3.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,15,1,1
362,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,18,1,1
363,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,18,2,1
364,1.0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,4,15,1,1
365,3.0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,18,1,1
366,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,18,2,1
367,1.0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3,18,2,1
368,1.0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,4,15,2,1
369,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,18,1,1
370,4.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,18,1,1
371,4.0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,5,18,1,1
372,4.0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,18,1,1
373,3.0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,6,18,1,1
374,2.0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,3,18,1,1
375,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,18,2,1
376,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,18,1,1
377,2.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,2,18,2,1
378,3.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,5,18,1,1
379,4.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,18,2,1
380,1.0,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,3,18,1,1
381,3.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,3,18,2,1
382,2.0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,18,1,1
383,4.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,18,2,1
384,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,18,2,1
385,1.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,5,18,1,1
386,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,18,1,1
387,1.0,2,0,1,1,1,1,1,0,0,0,0,1,0,0,1,3,15,1,1
388,3.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,18,2,1
389,2.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,5,18,1,1
390,2.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,5,18,2,1
391,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,18,2,1
392,2.0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,4,18,2,1
393,3.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,5,18,2,1
394,1.0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,15,1,0
395,1.0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,6,15,1,1
396,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,15,2,1
397,1.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,15,1,0
398,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,18,2,1
399,1.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,15,1,1
400,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,7,2,1
401,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,15,1,1
402,2.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,5,18,2,1
403,2.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,18,2,0
404,4.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,18,1,1
405,1.0,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3,15,1,1
406,3.0,2,1,1,1,1,1,1,0,0,0,0,1,0,0,1,2,18,2,1
407,4.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,15,1,1
408,2.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,18,1,1
409,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,15,1,1
410,2.0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,6,18,1,1
411,3.0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,3,18,2,1
412,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,1
413,3.0,3,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,7,1,1
414,2.0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,4,7,2,1
415,2.0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,3,7,2,1
416,3.0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,18,2,1
417,2.0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,4,18,2,0
418,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,3,18,2,1
419,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,18,2,1
420,4.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,4,18,1,1
421,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,18,2,1
422,4.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,18,1,1
423,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,18,2,1
424,1.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,18,2,1
425,1.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,18,1,1
426,2.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,4,7,2,1
427,3.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,18,1,1
428,4.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,18,1,1
429,2.0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,7,1,1
430,4.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,18,2,1
431,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,7,2,1
432,2.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,18,2,1
433,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,3,7,1,1
434,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,7,1,1
435,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,18,2,1
436,2.0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,2,18,2,1
437,3.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,7,2,1
438,2.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,7,2,1
439,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18,2,1
440,2.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,18,1,1
441,2.0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,3,7,1,0
442,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,15,2,1
443,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,7,1,1
444,2.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,18,1,1
445,3.0,3,0,1,1,1,1,0,0,0,0,0,0,1,0,0,3,7,2,1
446,1.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,7,2,1
447,2.0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5,15,2,1
448,3.0,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,18,1,1
449,3.0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,3,7,2,0
450,2.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,15,1,1
451,3.0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,5,7,2,1
452,3.0,3,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,7,2,1
453,3.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,18,2,1
454,1.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,15,1,1
455,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,15,1,0
456,1.0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,7,2,1
457,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,7,1,1
458,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,15,2,1
459,3.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,7,2,1
460,2.0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,7,2,1
461,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,4,15,2,1
462,1.0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,18,2,1
463,1.0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,4,7,1,1
464,3.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,2,7,1,1
465,2.0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,4,15,2,1
466,3.0,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,18,2,1
467,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,7,1,1
468,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,7,2,1
469,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,18,1,1
470,2.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,18,1,1
471,3.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,2,7,2,1
472,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,7,1,1
473,2.0,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,18,1,1
474,2.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,5,18,2,1
475,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,18,1,1
476,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,7,2,1
477,3.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,6,18,2,1
478,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,18,1,1
479,2.0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,2,7,1,1
480,1.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,15,1,1
481,5.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,18,1,1
482,2.0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,18,2,0
483,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,7,1,1
484,2.0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,5,15,2,1
485,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,18,2,1
486,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,18,2,1
487,4.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,15,1,0
488,4.0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,15,1,1
489,2.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,15,2,0
490,3.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,18,2,1
491,1.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,15,1,1
492,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,15,2,1
493,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,15,1,1
494,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,1,1
495,1.0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,2,15,2,1
496,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,15,1,1
497,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,15,1,1
498,2.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,3,15,1,0
499,1.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,15,2,1
500,1.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,15,2,1
501,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,15,2,1
502,4.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,18,2,1
503,3.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,15,1,1
504,2.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,15,1,0
505,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,4,18,1,1
506,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,4,18,1,1
507,4.0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,15,1,1
508,1.0,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,15,1,1
509,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,3,18,2,1
510,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,7,1,1
511,2.0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,18,1,1
512,3.0,3,0,1,1,1,1,1,0,0,0,0,0,1,0,1,2,18,1,1
513,2.0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,7,2,1
514,4.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,18,2,0
515,2.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4,7,1,1
516,2.0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,2,7,2,1
517,2.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,7,2,1
518,1.0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,18,2,1
519,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,18,1,0
520,2.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,18,1,1
521,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,7,2,1
522,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,18,1,1
523,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,18,2,1
524,2.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,7,2,1
525,1.0,3,0,1,0,1,1,1,0,0,0,0,1,1,0,1,3,18,1,1
526,2.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,18,2,1
527,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,7,2,1
528,2.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,18,1,1
529,3.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,7,2,1
530,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,7,2,0
531,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,18,2,1
532,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1
533,1.0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,7,2,1
534,2.0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,7,1,1
535,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,18,1,1
536,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,18,2,1
537,2.0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,7,2,1
538,2.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,18,1,1
539,3.0,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,2,18,2,0
540,3.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,4,7,1,1
541,4.0,2,1,1,1,1,0,0,0,0,0,1,1,1,0,1,4,18,1,1
542,2.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,15,2,1
543,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,18,2,1
544,1.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,5,18,1,1
545,3.0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,4,18,1,1
546,4.0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,4,18,1,1
547,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,5,18,2,1
548,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,18,2,1
549,2.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,7,2,1
550,2.0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,15,1,0
551,2.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,18,2,1
552,2.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,7,2,1
553,2.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,7,2,1
554,2.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,15,1,1
555,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,7,2,1
556,1.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,1,1
557,2.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,7,2,1
558,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,2,1
559,2.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,7,1,1
560,3.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,7,1,1
561,3.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,18,1,1
562,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,7,1,0
563,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,7,2,1
564,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1
565,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,15,1,1
566,1.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,18,1,1
567,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,15,2,1
568,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,18,1,1
569,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,1,1
570,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,2,1
571,2.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,18,1,1
572,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,18,2,1
573,1.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,15,1,0
574,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,3,18,1,1
575,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,15,2,1
576,1.0,3,1,1,1,1,1,0,0,0,1,0,1,1,1,1,3,15,2,1
577,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,1,1
578,2.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,2,18,1,1
579,2.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,15,1,1
580,1.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,5,15,2,1
581,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,15,1,1
582,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,15,1,1
583,1.0,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,15,1,1
584,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,15,2,1
585,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,15,1,0
586,2.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,15,2,0
587,3.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5,15,1,1
588,1.0,2,1,1,0,1,1,0,0,0,1,0,1,0,1,0,6,15,1,1
589,1.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,5,15,2,1
590,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,5,15,2,1
